name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2023-06-05,17.8,10.6,13.7,17.8,10.6,13.7,7.4,66,0,0,0,,0,0,30.7,19.3,51.4,1024.4,72.4,35.7,99.7,8.5,5,10,2023-06-05T04:46:33,2023-06-05T21:12:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-06,16.5,11.8,13.7,16.5,11.8,13.7,7.3,65.4,0.002,100,4.17,rain,0,0,33.7,21.2,53.5,1023.5,94.4,35.4,94.4,8.4,3,10,2023-06-06T04:45:57,2023-06-06T21:12:58,0.58,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-06-07,21.5,11,14.8,21.5,11,14.8,8.8,67.8,0,0,0,,0,0,30.3,19.3,65.3,1021.8,53.4,25,145.5,12.4,9,10,2023-06-07T04:45:25,2023-06-07T21:13:51,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999"
london,2023-06-08,22.1,11,15.7,22.1,11,15.7,8.5,63.6,0,0,0,,0,0,35.6,20.3,65.3,1018.6,36.3,27.8,216.5,18.8,9,10,2023-06-08T04:44:55,2023-06-08T21:14:41,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"EGWU,03769099999,EGLL,03768399999,03672099999,03781099999,03768099999,03772099999,03680099999,D5621,F6665,EGLC,03770099999"
london,2023-06-09,25.6,12,18.4,25.6,12,18.4,11.5,65.8,0,0,0,,0,0,37.1,23,66.2,1014.1,31.5,19.4,212.7,18.3,8,10,2023-06-09T04:44:28,2023-06-09T21:15:29,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-10,29.8,14,22.2,28.7,14,22,12.5,57.4,0,0,0,,0,0,33.1,22.6,79.7,1013.1,5.3,20.4,213.9,18.5,8,10,2023-06-10T04:44:05,2023-06-10T21:16:14,0.75,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03672099999,03781099999,03684099999,03772099999,03770099999"
london,2023-06-11,30.6,16.6,22.9,29.7,16.6,22.8,13.1,55.8,0.027,100,8.33,rain,0,0,32.5,22.6,42,1013.8,21.9,20.8,204.3,17.7,8,30,2023-06-11T04:43:44,2023-06-11T21:16:57,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-12,28.1,17.6,22.7,28.9,17.6,22.8,15.5,65.3,0.084,100,12.5,rain,0,0,26.1,21.1,72.6,1014.3,36.7,17.1,152.8,13.2,6,10,2023-06-12T04:43:27,2023-06-12T21:17:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
london,2023-06-13,28.3,15.8,22.1,27.3,15.8,21.9,9.1,46.2,0,0,0,,0,0,42.7,26,66,1014.2,2.4,25.9,217.8,18.9,8,10,2023-06-13T04:43:13,2023-06-13T21:18:14,0.83,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03672099999,03781099999,03684099999,03772099999,03770099999"
london,2023-06-14,28.6,12.5,20.8,27.7,12.5,20.6,8.5,48.2,0,0,0,,0,0,25.9,15.6,61.7,1017.2,3.7,30.5,218.3,18.9,9,10,2023-06-14T04:43:01,2023-06-14T21:18:49,0.87,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03672099999,03781099999,03684099999,D4121,03772099999,03770099999"
london,2023-06-15,27.8,15.1,21.2,27,15.1,21.1,10.3,52.4,0,0,0,,0,0,25.9,17.2,70.4,1020,4.3,27.9,201.9,17.5,8,10,2023-06-15T04:42:53,2023-06-15T21:19:20,0.9,Clear,Clear conditions throughout the day.,clear-day,"03769099999,EGWU,EGLL,03768399999,03672099999,03781099999,03684099999,03768099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-06-16,28.1,15.3,21.4,27,15.3,21.3,8.6,46.4,0,0,0,,0,0,25.1,16.2,71.3,1019.2,6.3,28.2,223.8,19.1,9,10,2023-06-16T04:42:48,2023-06-16T21:19:49,0.94,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03672099999,03781099999,03684099999,03772099999,03770099999"
london,2023-06-17,25.5,14.6,20.4,25.5,14.6,20.4,10.6,53.9,0.001,100,4.17,rain,0,0,19.7,13.9,80.3,1014.3,25.3,23.3,168.6,14.5,7,10,2023-06-17T04:42:46,2023-06-17T21:20:15,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03768099999,EGLC,03772099999,03770099999"
london,2023-06-18,27.3,16.8,20.4,27.8,16.8,20.4,15.5,75.1,1.225,100,29.17,rain,0,0,37.1,20.2,165.7,1009,62.4,11.2,154,13.3,7,10,2023-06-18T04:42:47,2023-06-18T21:20:38,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03768399999,03781099999,03672099999,03761099999,03684099999,EGLC,03658099999,03772099999,03770099999"
london,2023-06-19,25,15.3,20.1,25,15.3,20.1,13.4,67.8,0.001,100,4.17,rain,0,0,32.1,21.3,206.3,1010.3,51.8,15.6,182.7,15.9,9,10,2023-06-19T04:42:51,2023-06-19T21:20:58,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-20,22.6,17.6,20.2,22.6,17.6,20.2,14.9,72,0.049,100,12.5,rain,0,0,39.9,23.9,194,1008,72.9,19,116.2,10.2,5,10,2023-06-20T04:42:58,2023-06-20T21:21:15,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,EGLC,03772099999,03770099999"
london,2023-06-21,25.6,15.6,20.8,25.6,15.6,20.8,13.6,65.4,10.919,100,4.17,rain,0,0,32.5,18.1,231.8,1015.4,29.2,19.3,185.8,16,8,10,2023-06-21T04:43:08,2023-06-21T21:21:29,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-22,27.5,15.6,21.5,27,15.6,21.5,13,61.3,0,0,0,,0,0,22.8,15.7,353.3,1018.4,29.2,18.8,189,16.4,8,10,2023-06-22T04:43:21,2023-06-22T21:21:40,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03768399999,03781099999,03672099999,03684099999,03768099999,03761099999,EGLC,03772099999,03770099999"
london,2023-06-23,27.1,16.8,22,26.7,16.8,22,12.5,56.4,0,0,0,,0,0,28.2,20.4,248.8,1023,15.9,22.4,153,12.9,6,10,2023-06-23T04:43:38,2023-06-23T21:21:47,0.17,Clear,Clear conditions throughout the day.,clear-day,"EGWU,03769099999,03768399999,03672099999,03684099999,03768099999,03781099999,03658099999,03772099999,03680099999,D5621,03761099999,EGLC,03770099999"
london,2023-06-24,27.8,16.6,22.2,27.7,16.6,22.2,14.9,65.3,0,0,0,rain,0,0,20,14.4,220.5,1022.7,42,20,149.5,13.1,8,10,2023-06-24T04:43:57,2023-06-24T21:21:52,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-06-25,30.8,17.6,23.9,30.2,17.6,23.8,13.4,53.7,0,0,0,,0,0,42.4,28,207.9,1014.6,6.1,24.3,209.8,18.1,9,10,2023-06-25T04:44:19,2023-06-25T21:21:54,0.24,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,D4121,03772099999,03770099999"
london,2023-06-26,22.1,15.1,19.1,22.1,15.1,19.1,9.1,54.6,0,0,0,rain,0,0,35.6,27,275.8,1019.2,20.1,23.2,159.3,13.8,6,10,2023-06-26T04:44:43,2023-06-26T21:21:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03768399999,03672099999,03768099999,03781099999,EGLC,03772099999,03770099999"
london,2023-06-27,22.6,15.1,19.1,22.6,15.1,19.1,11.1,60.3,0,0,0,,0,0,27.8,19.4,252.3,1020.9,72,20.5,130.4,11.2,4,10,2023-06-27T04:45:11,2023-06-27T21:21:47,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-06-28,24.6,18.6,20.8,24.6,18.6,20.8,15.7,73.1,0.001,100,4.17,rain,0,0,25.9,16.9,239.4,1016.9,86.9,14.2,95.4,8.2,3,10,2023-06-28T04:45:42,2023-06-28T21:21:40,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2023-06-29,22.6,15.8,19.2,22.6,15.8,19.2,12.8,69.5,0.444,100,25,rain,0,0,23.2,14.4,323.3,1015.7,69.9,16.9,120.3,10.4,6,10,2023-06-29T04:46:15,2023-06-29T21:21:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03768399999,03781099999,03672099999,D4121,03684099999,03768099999,EGLC,03772099999,03770099999"
london,2023-06-30,19.1,13.6,17.1,19.1,13.6,17.1,11.4,69.5,0,0,0,rain,0,0,38.5,24.9,231.9,1012.1,66.2,19,101.3,8.8,6,10,2023-06-30T04:46:51,2023-06-30T21:21:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-01,22.1,17.6,19.4,22.1,17.6,19.4,12.4,65.7,0.002,100,8.33,rain,0,0,40.6,27,271.5,1006,84,17.8,111,9.6,5,10,2023-07-01T04:47:29,2023-07-01T21:20:58,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,D4121,03772099999,03770099999"
london,2023-07-02,20.1,13.6,17.2,20.1,13.6,17.2,8,55.9,0,0,0,,0,0,43.2,29.2,264.6,1011.3,36.6,15.9,140.8,12.3,6,10,2023-07-02T04:48:11,2023-07-02T21:20:37,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,F6665,03772099999,03770099999"
london,2023-07-03,21.1,12.5,16.5,21.1,12.5,16.5,8.5,60.1,0.002,100,4.17,rain,0,0,45,34.2,255.7,1010.8,49.8,18.6,135.8,11.8,7,10,2023-07-03T04:48:55,2023-07-03T21:20:14,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-04,18.8,13.1,15.4,18.8,13.1,15.4,10.9,75.5,0.111,100,33.33,rain,0,0,30,17.7,247.3,1010,80.9,15.9,66.1,5.8,3,10,2023-07-04T04:49:41,2023-07-04T21:19:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
london,2023-07-05,20.5,10.6,15.8,20.5,10.6,15.8,9.8,70.7,0.024,100,29.17,rain,0,0,37.1,25.5,268.4,1010.7,66.4,21.9,119.4,10.4,7,10,2023-07-05T04:50:30,2023-07-05T21:19:18,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-06,21.6,11.6,17.2,21.6,11.6,17.2,8.8,59.8,0.198,100,4.17,rain,0,0,37.8,20.2,224.7,1015.8,44,22.3,174.4,15,10,10,2023-07-06T04:51:21,2023-07-06T21:18:46,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,EGWU,EGLL,03768399999,03781099999,03672099999,03684099999,03768099999,03772099999,03680099999,D5621,EGLC,03770099999"
london,2023-07-07,29.6,12.1,21.5,28.8,12.1,21.2,10.5,52.7,0,0,0,,0,0,33.5,18.7,138.4,1015.2,35.2,22.5,240.3,20.5,9,10,2023-07-07T04:52:14,2023-07-07T21:18:10,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-08,25.1,19.1,21.7,25.1,19.1,21.7,16,70.8,0.012,100,25,rain,0,0,25.3,14.2,157.2,1014.7,57.7,19.3,87.2,7.5,3,10,2023-07-08T04:53:10,2023-07-08T21:17:32,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-09,23.1,17.1,19.7,23.1,17.1,19.7,13.6,69.4,0,0,0,,0,0,32.6,21.6,219.5,1018.8,46.8,18.8,114,10,5,10,2023-07-09T04:54:08,2023-07-09T21:16:51,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-10,23.8,15,19.5,23.8,15,19.5,12.7,66.2,0,0,0,,0,0,41.9,25.9,207.8,1019,48.8,17.6,238.2,20.5,10,10,2023-07-10T04:55:08,2023-07-10T21:16:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999,03770099999"
london,2023-07-11,22.8,17.6,19.8,22.8,17.6,19.8,13.4,67.3,0.203,100,4.17,rain,0,0,43.7,28.6,220,1010.1,84,19.3,141,12.1,9,10,2023-07-11T04:56:10,2023-07-11T21:15:19,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-12,21.6,14.8,18.2,21.6,14.8,18.2,12.3,69.3,0.003,100,8.33,rain,0,0,35.2,24.8,249.3,1011.3,56.5,18.6,216.7,18.8,9,10,2023-07-12T04:57:14,2023-07-12T21:14:30,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03684099999,03772099999,03770099999"
london,2023-07-13,22,14,17.7,22,14,17.7,12.3,71.2,0.22,100,20.83,rain,0,0,31.7,20.6,238,1015.8,49.8,20.1,136.3,11.8,5,10,2023-07-13T04:58:19,2023-07-13T21:13:37,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,03768399999,F6665,03768099999,03781099999,03672099999,03684099999,EGLC,03772099999,03770099999"
london,2023-07-14,18.6,15.1,16.9,18.6,15.1,16.9,14.3,84.2,0.077,100,41.67,rain,0,0,46.5,21.7,170.5,1008.6,75.7,13.4,39.7,3.4,1,10,2023-07-14T04:59:27,2023-07-14T21:12:41,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03684099999,03672099999,03772099999,03770099999"
london,2023-07-15,21.1,16.1,18.2,21.1,16.1,18.2,12.4,70,7.148,100,16.67,rain,0,0,61.7,40.6,216.3,1000.8,87.1,14.3,201.8,17.3,10,10,2023-07-15T05:00:37,2023-07-15T21:11:43,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-16,21.1,14.6,17.7,21.1,14.6,17.7,10.5,63.9,0.005,100,12.5,rain,0,0,48.7,32.7,235.1,1009.1,70,17.1,178,15.2,8,10,2023-07-16T05:01:48,2023-07-16T21:10:43,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-17,22.6,13,17.5,22.6,13,17.5,11.5,70.4,2.587,100,20.83,rain,0,0,35.3,25.4,246.2,1017.3,30.9,19.3,216.7,18.8,9,10,2023-07-17T05:03:01,2023-07-17T21:09:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-18,23.1,12.3,18.2,23.1,12.3,18.2,10.8,63.8,0,0,0,rain,0,0,25.5,18.3,228.1,1018,49.2,22,141,12.2,8,10,2023-07-18T05:04:15,2023-07-18T21:08:33,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-19,23.1,15.6,19,23.1,15.6,19,12,65.6,0.794,100,4.17,rain,0,0,26,20.9,279.2,1014.9,74.8,21.5,135.2,11.7,5,10,2023-07-19T05:05:31,2023-07-19T21:07:25,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,F6665,03772099999,03770099999"
london,2023-07-20,22,14.6,18.6,22,14.6,18.6,9.2,55.9,0.198,100,4.17,rain,0,0,20.3,13.2,317,1015.2,47.8,26.9,108.2,9.4,5,10,2023-07-20T05:06:48,2023-07-20T21:06:14,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03768099999,03761099999,03684099999,EGLC,03658099999,03772099999,03770099999"
london,2023-07-21,19.6,11.3,15.9,19.6,11.3,15.9,8.8,63.5,0,0,0,rain,0,0,26.2,19,285.5,1013.9,48.4,24.2,133.3,11.5,8,10,2023-07-21T05:08:07,2023-07-21T21:05:00,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03768099999,03772099999"
london,2023-07-22,17.9,12.4,14.8,17.9,12.4,14.8,12.2,84.6,6.055,100,45.83,rain,0,0,46,26.5,219.4,1010.6,85.4,17.6,70.5,6,3,10,2023-07-22T05:09:27,2023-07-22T21:03:44,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999"
london,2023-07-23,22.1,15.5,18.5,22.1,15.5,18.5,14.6,79.3,4.281,100,50,rain,0,0,43.8,27.2,227.2,1003,70.8,22.4,155.7,13.5,8,10,2023-07-23T05:10:48,2023-07-23T21:02:26,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999"
london,2023-07-24,16.2,13.9,15.2,16.2,13.9,15.2,12.7,85.1,1.178,100,45.83,rain,0,0,23.7,18.3,341.8,1005.3,84.5,18,47.8,3.9,1,10,2023-07-24T05:12:10,2023-07-24T21:01:06,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03768399999,03781099999,03672099999,03684099999,03761099999,EGLC,03658099999,03772099999"
london,2023-07-25,19.6,11.8,15.8,19.6,11.8,15.8,9.1,67.3,0.059,100,4.17,rain,0,0,26.8,18.6,304.6,1010.3,54.2,24.7,129,11.2,9,10,2023-07-25T05:13:34,2023-07-25T20:59:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-07-26,22.3,10.6,16.2,22.3,10.6,16.2,10,69.9,7.005,100,20.83,rain,0,0,33.9,23.3,223,1011.9,42.3,22.8,174.4,15.1,9,10,2023-07-26T05:14:58,2023-07-26T20:58:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-27,22.1,16.1,19.3,22.1,16.1,19.3,16.6,85,2.417,100,29.17,rain,0,0,48.3,22.5,230.6,1003.5,94.4,12.4,77.5,6.7,3,10,2023-07-27T05:16:24,2023-07-27T20:56:52,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"03769099999,EGWU,03781099999,03672099999,03684099999,03768099999,03658099999,03772099999,03680099999,D5621,F6665,03761099999,EGLC,03770099999"
london,2023-07-28,22.6,17.3,19.4,22.6,17.3,19.4,14.8,75,0,0,0,rain,0,0,37.1,22.5,242.2,1005.8,89.7,25,86.5,7.7,3,10,2023-07-28T05:17:50,2023-07-28T20:55:23,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-29,22.8,16.3,19.1,22.8,16.3,19.1,12.7,67.9,0.201,100,8.33,rain,0,0,37.6,26.3,245.2,1006.2,68.1,21.7,116.8,10.3,9,10,2023-07-29T05:19:17,2023-07-29T20:53:52,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,F6665,03772099999,03770099999"
london,2023-07-30,20.3,14.8,17.4,20.3,14.8,17.4,13.1,76.4,0.227,100,20.83,rain,0,0,38.9,28.6,240.7,1010.5,77.5,16.7,131.8,11.5,7,10,2023-07-30T05:20:45,2023-07-30T20:52:19,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-07-31,20.5,16.1,18.1,20.5,16.1,18.1,14.7,81.1,11.741,100,29.17,rain,0,0,38.9,27.7,241.7,1004.7,78.9,17.6,57.4,5,2,10,2023-07-31T05:22:14,2023-07-31T20:50:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-01,23,14.3,17.9,23,14.3,17.9,12.3,71.7,0.993,100,4.17,rain,0,0,38.4,23.4,253.4,1001.3,67.7,20.3,116.5,10,6,10,2023-08-01T05:23:43,2023-08-01T20:49:07,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2023-08-02,18.8,15.6,17.1,18.8,15.6,17.1,14.9,86.9,7.306,100,75,rain,0,0,46.2,29.7,229.8,988.7,86.6,14.5,98,8.4,5,10,2023-08-02T05:25:14,2023-08-02T20:47:28,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03684099999,03772099999,03770099999"
london,2023-08-03,20.5,15.3,18,20.5,15.3,18,12,69.1,5.766,100,16.67,rain,0,0,29.4,17.6,319.1,1004,74.5,22.6,122.6,10.6,8,10,2023-08-03T05:26:44,2023-08-03T20:45:48,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
